rating,title,year,id,imdbid
1,Flesh and the Devil,1926,1260,16884
0,For Heaven&#39;s Sake,1926,1966,16895
1,"Jazz Singer, The",1927,5975,18037
1,Downhill [When Boys Leave Home],1927,7324,17825
3,It,1927,1227,18033
1,Metropolis,1927,1267,17136
0,"Unknown, The",1927,1311,18528
0,"Kid Brother, The",1927,1964,18051
2,Wings,1927,3118,18578
2,Sunrise: A Song of Two Humans,1927,1632,18455
0,Nevada,1927,1982,18199
3,My Best Girl,1927,2010,18183
2,Abel Gance&#39;s Napoleon,1927,1312,18192
1,"Crowd, The",1928,5912,18806
0,Beggars of Life,1928,1977,18684
3,"Patsy, The",1928,2013,19258
2,While the City Sleeps,1928,2017,19571
2,"Man Who Laughs, The",1928,2021,19130
0,"Circus, The",1928,1968,18773
0,"Racket, The",1928,1972,19304
0,A Girl in Every Port,1928,1980,18937
0,"Passion of Joan of Arc, The",1928,1314,19254
0,Speedy,1928,1963,19412
0,"Steamboat Bill, Jr.",1928,1971,19421
1,"Power of the Press, The",1928,1979,19290
2,"Docks of New York, The",1928,5984,18839
0,"Cameraman, The",1928,1970,18742
2,Blackmail,1929,5979,19702
2,"Cocoanuts, The",1929,1953,19777
0,Throw of the Dice,1929,6046,20286
3,Juno and the Paycock [The Shame of Mary Boyle],1929,7287,21015
0,Un chien andalou,1929,1313,20530
0,Man with a Movie Camera,1929,3897,19760
0,Welcome Danger,1929,1962,20572
3,Pandora&#39;s Box (Die B&uuml;chse der Pandora),1929,2324,18737
3,"Bat Whispers, The",1930,6782,20668
1,"Blue Angel, The",1930,1315,20697
3,Min and Bill,1930,3927,21148
3,Ladies of Leisure,1930,3713,21040
3,Anna Christie,1930,1326,20641
2,Be Yourself,1930,4253,20670
3,Murder!,1930,7291,21165
0,All Quiet on the Western Front,1930,1316,20629
1,Morocco,1930,3865,21156
0,L&#39;Age d&#39;Or,1930,3871,21577
3,Dracula,1931,8213,21815
1,A Nous la Liberte,1931,6031,22599
3,"Skin Game, The",1931,7294,22395
3,Indiscreet,1931,1828,22000
2,Dracula,1931,1985,21814
3,Anna Christie,1931,1327,20642
3,M&auml;dchen in Uniform,1931,628,22183
3,Night Nurse,1931,636,22208
3,La Chienne,1931,6030,21739
1,Little Caesar,1931,6043,21079
0,"Last Flight, The",1931,1956,22054
3,City Lights,1931,2705,21749
2,"Smiling Lieutenant, The",1931,4243,22074
2,Rich and Strange [East of Shanghai],1931,7296,23395
0,Tabu: A Story of the South Seas,1931,1633,22458
3,M,1931,610,22100
1,Frankenstein,1931,1317,21884
3,Mata Hari,1931,1333,23196
3,"Public Enemy, The",1931,5934,22286
3,"Cheat, The",1931,5741,21735
0,Pardon Us,1931,1974,22251
1,Monkey Business,1931,2384,22158
2,"Girl from Calgary, The",1932,5783,22940
3,Shanghai Express,1932,5929,23458
2,Freaks,1932,3659,22913
1,Horse Feathers,1932,2383,23027
2,Love Me Tonight,1932,6052,23158
3,Thirteen Women,1932,6852,23582
0,Number 17,1932,7301,23285
1,"Blue Light (Das Blaue Licht), The",1932,6990,22694
0,"Most Dangerous Game, The",1932,3658,23238
0,White Zombie,1932,2550,23694
1,Island of Lost Souls,1932,3844,24188
1,I Am a Fugitive from a Chain Gang,1932,1318,23042
1,Boudu Saved from Drowning,1932,2767,22718
1,"I Was Born, But...",1932,3530,23634
3,Three on a Match,1932,6051,23590
1,Scarface,1932,6063,23427
3,Red-Headed Woman,1932,6092,23385
3,Vampyr,1932,5910,23649
3,Merrily We Go to Hell,1932,5742,23213
2,"Age of Consent, The",1932,1983,22614
1,"Death Kiss, The",1932,6176,23935
3,"Old Dark House, The",1932,4775,23293
3,Grand Hotel,1932,1328,22958
0,"Peanut Vendor, The",1933,6205,24432
3,Gold Diggers of 1933,1933,5916,24069
3,Day of Reckoning,1933,5029,23932
3,Tomorrow at Seven,1933,5752,24679
3,"Vampire Bat, The",1933,3210,24727
3,Female,1933,6056,24008
3,42nd Street,1933,4335,24034
0,King Kong,1933,2229,24216
3,Queen Christina,1933,1330,24481
1,"Invisible Man, The",1933,7450,24184
1,Design for Living,1933,8346,23940
3,Baby Face,1933,7528,23775
3,A Study in Scarlet,1933,6193,24625
3,Alice in Wonderland,1933,3188,23753
3,Footlight Parade,1933,802,24028
3,Little Women,1933,2231,24264
1,Duck Soup,1933,5185,23969
1,"Private Life of Henry VIII., The",1933,1248,24473
0,"Lost Patrol, The",1934,1969,25423
1,Of Human Bondage,1934,1379,25586
3,Maniac,1934,4702,25465
0,L&#39;atalante,1934,1795,24844
1,"Count of Monte Cristo, The",1934,1246,25004
1,Cleopatra,1934,1270,24991
3,Evelyn Prentice,1934,6772,25091
3,"Man Who Knew Too Much, The",1934,7304,25452
2,Lost in the Stratosphere,1934,5523,25424
3,Spitfire,1934,4443,25822
3,"Scarlet Empress, The",1934,1325,25746
1,"Painted Veil, The",1934,1329,25617
3,Imitation of Life,1934,7999,25301
3,Search for Beauty,1934,5821,25755
3,Anne of Green Gables,1934,5319,24831
1,"Cat&#39;s-Paw, The",1934,1324,24961
3,It Happened One Night,1934,621,25316
2,Mad Love,1935,7998,26663
3,Magnificent Obsession,1935,2756,26667
3,"Bride of Frankenstein, The",1935,3891,26138
3,"39 Steps, The",1935,1242,26029
2,Top Hat,1935,595,27125
3,Roberta,1935,2362,26942
1,A Night At The Opera,1935,3881,26778
2,"Lady in Scarlet, The",1935,5750,26599
2,Anna Karenina,1935,1261,26071
2,"Riverside Murder, The",1935,5913,26939
3,Naughty Marietta,1935,1685,26768
1,Mutiny on the Bounty,1935,1361,26752
3,Pennies from Heaven,1936,4010,28092
3,Theodora Goes Wild,1936,3280,28355
1,Swing Time,1936,596,28333
3,Born to Dance,1936,2363,27387
0,Modern Times,1936,1323,27977
2,Wife vs. Secretary,1936,1360,28505
3,Murder at Glen Athol,1936,6174,28000
0,Revolt of the Zombies,1936,2554,28174
3,Romeo and Juliet,1936,4069,28203
3,"Great Ziegfeld, The",1936,3401,27698
3,Mr. Deeds Goes to Town,1936,1992,27996
1,San Francisco,1936,1359,28216
3,Dracula&#39;s Daughter,1936,7992,27545
2,My Man Godfrey,1936,5852,28010
3,Secret Agent,1936,7308,28231
3,Sabotage,1936,5926,28212
1,"Charge of the Light Brigade, The",1936,1237,27438
2,Fury,1936,6096,27652
2,These Three,1936,7227,28356
0,Il caso Valdemar,1936,6210,3427056
3,"Mandarin Mystery, The",1936,3548,29207
3,"Only Son, The",1936,3560,27752
3,Camille,1936,3598,28683
3,Osaka Elegy,1936,2853,28021
3,Bullets or Ballots,1936,4143,27407
1,Earthworm Tractors,1936,2699,27562
3,"Petrified Forest, The",1936,1369,28096
3,Marked Woman,1937,7877,29217
2,Pepe le Moko,1937,5740,29453
3,Stella Dallas,1937,795,29608
2,Topper,1937,1335,29682
3,"Girl Was Young, The",1937,7317,29811
3,Snow White and the Seven Dwarfs,1937,1976,29583
2,A Day at the Races,1937,2382,28772
3,Stage Door,1937,631,29604
2,Parnell,1937,1358,29377
3,"Awful Truth, The",1937,6554,28597
0,Nothing Sacred,1937,3968,29322
1,"Prisoner of Zenda, The",1937,1240,29442
2,Knight Without Armor,1937,1244,29087
1,Murder at the Baskervilles (Silver Blaze),1937,5617,29565
1,Shall We Dance,1937,597,29546
2,Conquest,1937,1332,28739
2,Lost Horizon,1937,1336,29162
3,Make Way for Tomorrow,1937,4255,29192
1,Angels with Dirty Faces,1938,7290,29870
3,"Lady Vanishes, The",1938,620,30341
2,Bluebeard&#39;s Eighth Wife,1938,3283,29929
1,"Mr. Wong, Detective",1938,2590,30473
3,"Mad Miss Manton, The",1938,4495,30396
0,"Dawn Patrol, The",1938,1238,30044
3,Holiday,1938,994,30241
2,Jezebel,1938,1367,30287
1,"Baker&#39;s Wife, The",1938,6042,30127
2,"Sisters, The",1938,1378,30755
0,Boys Town,1938,2467,29942
3,Bringing Up Baby,1938,3400,29947
2,Carefree,1938,594,29971
3,Four Daughters,1938,3951,30149
2,"Adventures of Robin Hood, The",1938,3103,29843
2,Drums Along the Mohawk,1939,1384,31252
3,"Gorilla, The",1939,2555,31387
2,Wuthering Heights,1939,1239,32145
3,"Wizard of Oz, The",1939,174,32138
3,Ninotchka,1939,1259,31725
0,"Flying Deuces, The",1939,1973,31322
3,"Women, The",1939,588,32143
3,"Rules of the Game, The",1939,3089,31885
3,Gone with the Wind,1939,291,31381
2,Juarez,1939,1368,31516
0,"Hunchback of Notre Dame, The",1939,2086,31455
2,Jesse James,1939,1383,31507
3,Nancy Drew... Reporter,1939,5763,31709
1,Of Mice and Men,1939,2851,31742
2,Dodge City,1939,383,31235
1,Mr. Wong in Chinatown,1939,2622,31680
2,Essex and Elizabeth,1939,1371,31826
3,Jamaica Inn,1939,7322,31505
2,Le jour se l&egrave;ve,1939,8098,31514
2,Young Mr. Lincoln,1939,1382,32155
2,"Goodbye, Mr. Chips",1939,1245,31385
3,Destry Rides Again,1939,5634,31225
3,Dark Victory,1939,1370,31210
3,"Adventures of Sherlock Holmes, The",1939,5863,31022
2,Mr. Smith Goes to Washington,1939,5946,31679
2,"Story of Alexander Graham Bell, The",1939,1385,31981
3,Babes in Arms,1939,3723,31066
3,Stagecoach,1939,593,31971
2,At the Circus,1939,2372,31060
2,"Letter, The",1940,1380,32701
0,Fantasia,1940,5039,32455
1,Santa Fe Trail,1940,2678,33021
3,"Sea Hawk, The",1940,3050,33028
3,"Great Dictator, The",1940,3470,32553
1,Boom Town,1940,1356,32273
3,Gaslight,1940,5773,31359
3,"Grapes of Wrath, The",1940,1387,32551
3,"Dance, Girl, Dance",1940,4415,32376
3,His Girl Friday,1940,3033,32599
2,Comrade X,1940,1355,32349
3,Pride and Prejudice,1940,4257,32943
3,"Shop Around the Corner, The",1940,7861,33045
3,"Last Alarm, The",1940,5802,32690
3,Primrose Path,1940,4354,32946
2,Chamber of Horrors / Door with the Seven Locks,1940,4363,32406
0,"Thief of Bagdad, The",1940,1265,33152
0,A Chump at Oxford,1940,1975,32339
3,Anne Of Windy Poplars,1940,5320,32211
3,Rebecca,1940,618,32976
0,"Return of Frank James, The",1940,1366,32983
1,Foreign Correspondent,1940,7311,32484
3,"Ape, The",1940,2556,32215
3,"Mortal Storm, The",1940,1501,32811
1,Pinocchio,1940,478,32910
3,"Philadelphia Story, The",1940,4943,32904
0,Strange Cargo,1940,1357,33105
2,"All This, and Heaven Too",1940,1373,32194
1,Ladies In Retirement,1941,6318,33802
3,Murder by Invitation,1941,6171,33928
2,"Wolf Man, The",1941,2436,34398
2,Two-Faced Woman,1941,1331,34328
2,"Little Foxes, The",1941,1372,33836
1,Men of Boys Town,1941,2468,33902
3,Sullivan&#39;s Travels,1941,4359,34240
3,"Shanghai Gesture, The",1941,1512,34175
3,Meet John Doe,1941,3717,33891
1,"Maltese Falcon, The",1941,1230,33870
1,Citizen Kane,1941,1266,33467
2,"Lady Eve, The",1941,1386,33804
3,Cheers for Miss Bishop,1941,2446,33459
0,49th Parallel,1941,2867,33627
2,Dumbo,1941,1117,33563
3,Buck Privates,1941,2906,33436
3,Hold That Ghost,1941,2910,33723
3,"Devil and Miss Jones, The",1941,1682,33533
1,High Sierra,1941,2410,33717
3,Suspicion,1941,7329,34248
1,Mr. Bug Goes to Town,1941,1941,33727
1,Son of Fury: The Story of Benjamin Blake,1942,1388,35360
3,Mrs. Miniver,1942,6384,35093
1,"Corpse Vanishes, The",1942,7697,34613
3,"Man Who Came to Dinner, The",1942,4475,33874
3,Woman of the Year,1942,4870,35567
3,For Me and My Gal,1942,1675,34746
0,Saludos Amigos,1942,7696,36326
1,Saboteur,1942,5939,35279
3,"Major and the Minor, The",1942,681,35019
0,There Was a Father,1942,3789,34591
2,"Magnificent Ambersons, The",1942,1289,35015
3,Cat People,1942,2708,34587
3,I Married an Angel,1942,1686,34882
1,Sherlock Holmes and the Secret Weapon,1942,5859,35317
3,"Now, Voyager",1942,689,35140
1,Casablanca,1942,1076,34583
1,Bambi,1942,1116,34492
0,To Be or Not to Be,1942,5303,35446
2,Tales of Manhattan,1942,3875,35415
0,Black Dragons,1942,3518,34521
1,"Ox-Bow Incident, The",1943,6310,36244
3,Angels of Sin,1943,7834,35636
1,La main du diable,1943,7475,35017
3,Cry &#39;Havoc&#39;,1943,5209,35770
1,"More the Merrier, The",1943,7410,36172
3,Jane Eyre,1943,6781,36969
3,Watch on the Rhine,1943,1375,36515
0,Fires Were Started,1943,5554,35881
0,Guadalcanal Diary,1943,1988,35957
2,"Life and Death of Colonel Blimp, The",1943,3839,36112
1,Girl Crazy,1943,1691,35942
3,Tender Comrade,1943,2407,36418
3,Le Corbeau: The Raven,1943,3890,35753
3,"Seventh Victim, The",1943,8090,36341
3,Old Acquaintance,1943,1374,36230
3,Day of Wrath,1943,3753,36506
3,I Walked with a Zombie,1943,1955,36027
1,"Sky&#39;s the Limit, The",1943,1959,36363
0,Sahara,1943,1987,36323
3,So Proudly We Hail!,1943,6315,36367
0,Judo Saga (Sanshiro Sugata),1943,4699,36400
3,Shadow of a Doubt,1943,4617,36342
3,Lifeboat,1944,5983,37017
1,Minstrel Man,1944,6420,37076
2,Mr. Skeffington,1944,1376,37094
3,"Most Beautiful (Ichiban utsukushiku), The",1944,4698,36947
1,Window in the Window,1944,2181,37469
3,Arsenic and Old Lace,1944,201,36613
3,Meet Me in St. Louis,1944,1676,37059
3,Cover Girl,1944,3134,36723
3,Double Indemnity,1944,1416,36775
3,I&#39;ll Be Seeing You,1944,3279,36940
2,Hail the Conquering Hero,1944,1683,36891
0,Torment,1944,2045,36914
3,Since You Went Away,1944,3154,37280
3,To Have and Have Not,1944,3245,37382
0,"Three Caballeros, The",1944,6319,38166
3,A Canterbury Tale,1944,6515,36695
3,Laura,1944,2715,37008
3,National Velvet,1944,4222,37120
2,Thin Man Goes Home,1945,6848,37365
0,"Objective, Burma!",1945,3271,37954
3,"Rome, Open City",1945,4428,38890
3,Brief Encounter,1945,1544,37558
0,Along Came Jones,1945,1639,37508
3,Dead of Night,1945,7185,37635
2,"Lost Weekend, The",1945,3583,37884
3,Mildred Pierce,1945,794,37913
3,Isle of the Dead,1945,2004,37820
0,Anchors Aweigh,1945,6017,37514
3,"Woman in Green, The",1945,5856,38259
1,"Red Dragon, The",1945,6945,38017
3,"Enchanted Cottage, The",1945,2434,37671
3,Scarlet Street,1945,5081,38057
1,Detour,1945,3999,37638
3,I Know Where I&#39;m Going,1945,1213,37800
3,Keep Your Powder Dry,1945,5677,37843
3,Spellbound,1945,4252,38109
3,Les dames du Bois de Boulogne,1945,7835,37630
2,Children of Paradise,1945,5129,37674
3,"Seventh Veil, The",1945,1280,38924
1,"Dark Corner, The",1946,5961,38453
0,Gilda,1946,2809,38559
1,"Chase, The",1946,5497,38409
0,Stairway to Heaven,1946,1231,38733
1,My Darling Clementine,1946,3783,38762
2,Duel in the sun,1946,4900,38499
1,"Big Sleep, The",1946,971,38355
3,Two Sisters from Boston,1946,1680,39054
1,Make Mine Music,1946,8052,38718
1,"Postman Always Rings Twice, The",1946,1424,38854
3,"Harvey Girls, The",1946,786,38589
3,"Stranger, The",1946,7671,38991
2,"Best Years of Our Lives, The",1946,3982,36868
2,Song of the South,1946,5646,38969
2,Notorious,1946,622,38787
3,"Strange Woman, The",1946,3145,38990
3,"Years Between, The",1946,8354,39112
1,Terror by Night,1946,5872,39017
0,Deception,1946,1377,38461
3,Devotion,1946,1381,38474
3,Dressed to Kill,1946,4002,38494
3,It&#39;s a Wonderful Life,1946,2235,38650
1,"Jolson Story, The",1946,2654,38661
3,Beauty and the Beast,1946,1268,38348
2,Calendar Girl,1947,5779,39236
1,Fun &amp; Fancy Free,1947,8053,39404
3,Black Narcissus,1947,1211,39192
3,"Egg and I, The",1947,2287,39349
1,"Exile, The",1947,1235,39360
2,Crossfire,1947,4411,39286
2,"Paradine Case, The",1947,2330,39694
2,Odd Man Out,1947,1278,39677
2,Good News,1947,1679,39431
3,Nada,1947,7432,39650
2,Build My Gallows High,1947,6550,39689
3,"Ghost and Mrs. Muir, The",1947,3047,39420
3,"Shocking Miss Pilgrim, The",1947,1681,39819
2,Gunfighters,1947,3112,39441
1,Macbeth,1948,8264,40558
2,Bicycle Thieves,1948,6517,40522
3,"Snake Pit, The",1948,2098,40806
1,Call Northside 777,1948,5115,40202
3,I Remember Mama,1948,4390,40458
0,Rudolph the Red-Nosed Reindeer,1948,1601,156031
2,Anna Karenina,1948,1262,40098
3,Joan of Arc,1948,6363,40491
1,Casbah,1948,2256,40214
3,"Red Shoes, The",1948,1229,40725
3,Enchantment,1948,1241,40321
2,Act of Violence,1948,4944,41088
0,Rope,1948,2040,40746
0,Command Decision,1948,1354,40242
1,Melody Time,1948,8054,40580
3,Mr. Blandings Builds His Dream House,1948,2445,40613
0,"Treasure of the Sierra Madre, The",1948,3239,40897
1,Hamlet,1948,1232,40416
2,Bonnie Prince Charlie,1948,1236,40183
1,"Fuller Brush Man, The",1948,2300,40379
3,Easter Parade,1948,1677,40308
0,Red River,1948,1320,40724
3,A Letter to Three Wives,1949,3967,41587
3,"Barkleys of Broadway, The",1949,1684,41158
3,Adam&#39;s Rib,1949,1716,41090
3,Late Spring,1949,3539,41154
2,I Was a Male War Bride,1949,7018,41498
0,"Third Man, The",1949,611,41959
0,"Adventures of Ichabod and Mr. Toad, The",1949,7059,41094
3,Pinky,1949,1736,41746
1,Kind Hearts and Coronets,1949,4008,41546
3,Little Women,1949,2232,41594
0,Mighty Joe Young,1949,2651,41650
1,"Fountainhead, The",1949,4554,41386
3,On the Town,1949,1690,41716
3,"Heiress, The",1949,6358,41452
3,Under Capricorn,1949,7341,42004
2,"Man on the Eiffel Tower, The",1949,2849,41628
3,Caught,1949,1841,40221
0,"Set-Up, The",1949,1986,41859
1,"Asphalt Jungle, The",1950,2099,42208
1,Sunset Blvd.,1950,608,43014
1,D.O.A.,1950,5350,42369
3,Scandal,1950,7144,42958
3,Stage Fright,1950,6233,42994
3,Cinderella,1950,1057,42332
1,"Flying Saucer, The",1950,4031,42469
2,Orpheus,1950,3295,41719
3,No Way Out,1950,5232,42792
3,Les enfants terribles,1950,7836,42436
3,Three Secrets,1950,8363,43045
3,All About Eve,1950,139,42192
3,Odette,1950,4521,43871
3,Summer Stock,1950,1678,43012
0,Rashomon,1950,1402,42876
3,Born Yesterday,1950,3990,42276
2,In a Lonely Place,1950,4417,42593
2,Harvey,1950,2596,42546
3,Surcos,1951,7435,44092
3,Westward the Women,1951,6498,44205
2,Strangers on a Train,1951,1417,44079
3,Alice in Wonderland,1951,1207,43274
3,"Day the Earth Stood Still, The",1951,1916,43456
3,Take Care of My Little Girl,1951,4510,44100
3,"Idiot, The",1951,7157,43614
3,Cause for Alarm!,1951,5739,43390
0,"African Queen, The",1951,1491,43265
2,Ace In The Hole,1951,871,43338
1,An American in Paris,1951,3389,43278
3,Early Summer,1951,3222,43313
3,Quo Vadis,1951,5092,43949
3,Show Boat,1951,2977,44030
1,Diary of a Country Priest,1951,2989,42619
1,"Thing from Another World, The",1951,3293,44121
3,A Streetcar Named Desire,1951,2930,44081
3,Bellissima,1951,3825,43332
3,Europe &#39;51,1952,8241,43511
1,Ikiru,1952,7162,44741
2,"Magic Box, The",1952,1243,43769
3,Singin&#39; in the Rain,1952,612,45152
2,"Bad and the Beautiful, The",1952,7323,44391
1,"Quiet Man, The",1952,2737,45061
1,Limelight,1952,6917,44837
1,"Snows of Kilimanjaro, The",1952,6941,45162
0,"Big Sky, The",1952,1465,44419
2,High Noon,1952,2704,44706
3,Forbidden Games,1952,5972,43686
3,Clash by Night,1952,3403,44502
3,Lovely to Look at,1952,1689,44855
3,Mr. Hulot&#39;s Holiday,1953,5937,46487
3,Pickup on South Street,1953,5736,46187
1,Mesa of Lost Women,1953,3958,46066
3,Gentlemen Prefer Blondes,1953,2547,45810
1,"War of the Worlds, The",1953,2375,46534
1,"Band Wagon, The",1953,1692,45537
3,Salome,1953,3125,46269
1,I Confess,1953,4616,45897
0,Fear and Desire,1953,5366,45758
3,Summer with Monika,1953,5998,46345
0,Glen or Glenda,1953,6797,45826
1,"Wild One, The",1953,7693,47677
1,Le Salaire de la Peur,1953,1444,46268
3,Peter Pan,1953,1118,46183
0,Stalag 17,1953,1883,46359
3,Tokyo Story,1953,1630,46438
3,Miss Sadie Thompson,1953,3124,46076
3,Calamity Jane,1953,2427,45591
2,Ugetsu,1953,5973,46478
0,"Hitch-Hiker, The",1953,4301,45877
3,"Cruel Sea, The",1953,2553,45659
1,Shane,1953,3303,46303
3,Roman holiday,1953,1554,46250
2,Mogambo,1953,1362,46085
1,"Beast from 20,000 Fathoms, The",1953,7900,45546
0,Inferno,1953,8011,45911
3,From Here to Eternity,1953,4071,45793
3,"Big Heat, The",1953,4854,45555
1,Julius Caesar,1953,1272,45943
3,How to Marry a Millionaire,1953,4909,45891
3,Uwasa no onna,1954,7580,47638
1,An American in Rome,1954,8109,46705
3,Journey to Italy,1954,3954,46511
0,On the Waterfront,1954,1812,47296
2,"Glenn Miller Story, The",1954,3993,47030
2,Attila,1954,5124,46731
1,Gojira,1954,5505,47034
0,Dial M for Murder,1954,3337,46912
0,20000 Leagues Under the Sea,1954,1965,46672
1,Touchez pas au grisbi,1954,657,46451
0,Shichinin no samurai,1954,3600,47478
3,Late Chrysanthemuns,1954,4710,46750
3,Three Coins in the Fountain,1954,4048,47580
1,Sabrina,1954,2294,47437
1,Knock on Wood,1954,2746,47152
3,Seven Brides for Seven Brothers,1954,1351,47472
0,Animal Farm,1954,7346,47834
3,White Christmas,1954,1391,47673
1,Them!,1954,2158,47573
2,Phffft,1954,586,47349
2,Johnny Guitar,1954,1694,47136
3,Salt of the Earth,1954,5356,47443
3,Hobson&#39;s Choice,1954,2426,47094
3,Carmen Jones,1954,8441,46828
3,Comicos,1954,7610,45665
2,Executive Suite,1954,3925,46963
3,Rear Window,1954,2132,47396
