Year,Movie_Title,New ROI,N_Genre1_Tag_Female,N_Genre1_Tag_Male,N_Genre2_Tag_Female,N_Genre2_Tag_Male,N_Genre3_Tag_Female,N_Genre3_Tag_Male,N_#_of_Female_Cast,N_#_of_Male_Cast,N_#_of_Female_Dialogue,N_#_of_Male_Dialogue,N_#_of_Female_Crew,N_#_of_Male_Crew,N_Sentiment_Female,N_Sentiment_Male,N_noun_count_male,N_noun_count_female,N_verb_count_male,N_verb_count_female,N_adjective_count_male,N_adjective_count_female,IMDB_Rating,Bechdel_Scores,labels,All_param_cluster_label,Female_param_cluster_label
1981,an american werewolf in london,2.1973249,0.71572144,0.70028495,0.5287559070000001,0.643414697,0.0,0.0,0.428571429,0.235294118,0.183014354,0.35254803700000004,0.06122449,0.079365079,0.403662471,0.407128791,0.633074878,0.31593866800000003,0.833824111,0.5143984220000001,0.639932745,0.235744355,7.5,2,0,1,0
2001,american outlaws,-0.609173914,0.4560412170000001,0.299844242,0.484897542,0.5547159110000001,0.0,0.0,0.35714285700000004,0.441176471,0.083732057,0.497911445,0.081632653,0.03968254,0.480442624,0.457592592,0.63829374,0.123115578,0.881141175,0.296153846,0.6059195470000001,0.104477612,5.7,1,3,2,0
2000,american psycho,3.895223429,0.421125781,0.18027218600000008,0.232417024,0.288110807,0.0,0.0,0.571428571,0.235294118,0.194976077,0.427736007,0.448979592,0.27777777800000003,0.551189126,0.548003338,0.615343219,0.0,0.785989387,0.0,0.535814236,0.0,7.4,1,3,2,0
2001,antitrust,-0.393479667,0.481153913,0.283250991,0.272323567,0.34916542,0.0,0.0,0.28571428600000004,0.323529412,0.177033493,0.313283208,0.163265306,0.08730158699999999,0.389916921,0.655749084,0.615735853,0.291308394,0.8259048259999999,0.554415954,0.6258012820000001,0.255389718,6.0,2,0,1,0
1997,austin powers: international man of mystery,3.102059939,0.539794709,0.335107311,0.543731333,0.696174938,0.487364664,0.58347555,0.28571428600000004,0.382352941,0.147129187,0.298245614,0.204081633,0.079365079,0.597233411,0.599672587,0.665359556,0.305527638,0.80364324,0.418461538,0.7101648359999999,0.19104477600000005,7.1,2,0,1,1
1984,bachelor party,5.405991167,0.664493091,0.453930924,0.7403262279999999,0.7343865829999999,0.0,0.0,0.5,0.382352941,0.120813397,0.31411863,0.020408163,0.071428571,0.686531998,0.675581685,0.6878503890000001,0.277822232,0.838818383,0.432141107,0.719536398,0.159710999,5.9,3,0,1,0
1975,barry lyndon,0.818181818,0.7177397759999999,0.463836939,0.8052372529999999,0.85523594,0.8105527240000001,0.788218312,0.35714285700000004,0.470588235,0.041866029,0.250626566,0.040816327,0.079365079,0.843940191,0.893392524,0.647678929,0.267567345,0.814169397,0.50668348,0.647673315,0.21923171,8.1,1,0,1,1
2003,basic,-0.14414878,0.729754369,0.6710095110000001,0.43086401,0.527910464,0.627447255,0.706334639,0.071428571,0.294117647,0.163875598,0.449456976,0.244897959,0.349206349,0.291177196,0.290244974,0.70814767,0.368740253,0.870797308,0.549602122,0.644936984,0.172928461,6.3,3,3,2,2
2003,big fish,0.7559865,0.734399805,0.5666777479999999,0.472747059,0.54975793,0.8278239890000001,0.8386636670000001,0.35714285700000004,0.147058824,0.144736842,0.236424394,0.8979591840000001,0.7222222220000001,0.581245255,0.655568174,0.5747277129999999,0.320885001,0.8137329440000001,0.523741007,0.568312285,0.195425749,8.1,1,0,1,2
1982,blade runner,0.183557786,0.485111128,0.16238997,0.489121606,0.468571341,0.308184588,0.300941981,0.571428571,0.264705882,0.161483254,0.297410192,0.204081633,0.198412698,0.392968849,0.575361412,0.640818671,0.332299797,0.788335702,0.536170213,0.6107956179999999,0.168942521,8.3,1,0,1,1
1999,blast from the past,0.150372,0.557650145,0.313755377,0.383424291,0.442316124,0.594950121,0.604525102,0.35714285700000004,0.441176471,0.427033493,0.5179615710000001,0.06122449,0.119047619,0.5200369189999999,0.715394048,0.625243557,0.317755444,0.821821809,0.473846154,0.684794276,0.205472637,6.4,3,3,2,1
1986,blue velvet,0.425204667,0.6395348129999999,0.474069325,0.591369354,0.690528907,0.323389928,0.327289008,0.28571428600000004,0.264705882,0.3468899520000001,0.330827068,0.06122449,0.063492063,0.574288064,0.76986702,0.627306393,0.330369798,0.82790266,0.598027613,0.650887574,0.28166858,7.8,1,1,3,1
1995,braveheart,1.916666667,0.66196189,0.402045449,0.397280754,0.42100523,0.609948266,0.5084325279999999,0.428571429,0.235294118,0.107655502,0.157059315,0.306122449,0.396825397,0.383041133,0.34232344600000003,0.6785763029999999,0.401767876,0.80759336,0.757738647,0.729344729,0.292033807,8.4,2,2,0,2
1942,casablanca,10.91628702,0.478930345,0.260476053,0.525090838,0.61084233,0.678816393,0.667166424,0.28571428600000004,0.294117647,0.17224880399999998,0.573934837,0.040816327,0.23015873,0.496886865,0.7407761829999999,0.620419875,0.316707211,0.8434676409999999,0.567762979,0.624505561,0.255471758,8.8,1,3,2,1
2000,cast away,3.773690467,0.6699492420000001,0.433750834,0.399618494,0.444661938,0.0,0.0,0.428571429,0.264705882,0.100478469,0.261487051,0.040816327,0.071428571,0.424786155,0.508040264,0.599855856,0.506532663,0.7411188559999999,0.628923077,0.604717949,0.267462687,7.5,2,0,1,0
1974,dark star,-1,0.0,0.279505842,0.0,0.564518699,0.0,0.370458939,0.0,0.176470588,0.0,0.238095238,0.0,0.14285714300000002,0.366939495,0.474383728,0.758938626,0.0,0.931523682,0.0,0.720797721,0.0,6.5,0,0,1,3
2001,donnie darko,-0.788246333,0.618197879,0.356883209,0.644971098,0.71484052,0.494078304,0.567624329,0.5,0.323529412,0.17583732100000002,0.294068505,0.224489796,0.174603175,0.378064664,0.485765987,0.636007883,0.300593878,0.862265416,0.44055944,0.636965812,0.34192673,8.3,3,0,1,1
1999,drop dead gorgeous,0.0571408,0.715785256,0.490577291,0.530499423,0.559348,0.0,0.0,0.7142857140000001,0.264705882,0.293062201,0.04845447,0.020408163,0.023809524,0.616005687,0.53220552,0.716216216,0.311671565,0.624337932,0.585195936,0.660412759,0.211320755,6.3,3,2,0,0
1933,duck soup,#DIV/0!,0.74811561,0.329758554,0.532906387,0.45799185,0.0,0.0,0.214285714,0.117647059,0.026315789,0.247284879,0.020408163,0.126984127,0.524795499,0.469632073,0.647009967,0.32361809,0.85926269,0.495384615,0.689666922,0.229850746,8.1,1,0,1,0
2004,eternal sunshine of the spotless mind,2.6129063,0.5384900570000001,0.265533609,0.681387307,0.664696339,0.512242995,0.470352536,0.5,0.176470588,0.442583732,0.380116959,0.102040816,0.111111111,0.635296132,0.687050478,0.544609951,0.339673829,0.814099439,0.5500235960000001,0.653846155,0.237798736,8.5,2,1,3,1
1993,even cowgirls get the blues,-1,0.692734617,0.609503615,0.534395582,0.5877067420000001,0.816755309,0.859436622,0.14285714300000002,0.117647059,0.092105263,0.059314954,0.12244898,0.111111111,0.418955126,0.662714606,0.632754914,0.406476829,0.842432367,0.7008547009999999,0.602564103,0.271973466,4.0,3,2,0,1
1997,event horizon,-0.555445967,0.678714893,0.5189544110000001,0.5573263070000001,0.6521641189999999,0.0,0.0,0.14285714300000002,0.205882353,0.15789473699999998,0.3893066,0.183673469,0.380952381,0.4553094620000001,0.40583421,0.715261872,0.333668342,0.913426536,0.6184615379999999,0.71176783,0.220895523,6.4,3,0,1,0
2005,fantastic four,2.30579719,0.599778638,0.3614446670000001,0.481383723,0.562710855,0.684433504,0.762540245,0.28571428600000004,0.176470588,0.138755981,0.276524645,0.469387755,0.8730158729999999,0.398182272,0.633155503,0.610986927,0.284165928,0.759862122,0.591251885,0.483516484,0.204858062,5.7,1,0,1,2
1982,fast times at ridgemont high,5.02064,0.5964269289999999,0.381504924,0.412766764,0.468404129,0.643057066,0.607420933,0.428571429,0.323529412,0.385167464,0.220551378,0.040816327,0.08730158699999999,0.67578966,0.5974622470000001,0.605491433,0.366360102,0.857994183,0.592307692,0.547643339,0.240495635,7.2,2,1,3,1
1998,fear and loathing in las vegas,-0.422687838,0.62766759,0.381084608,0.805495691,0.886352569,0.0,0.0,0.071428571,0.176470588,0.022727273,0.289055973,0.510204082,0.579365079,0.524328259,0.266529897,0.555743243,0.246231156,0.74494867,0.441538462,0.63289556,0.219402985,7.6,1,0,1,0
1982,frances,#DIV/0!,0.400126136,0.120063004,0.442237856,0.533492515,0.0,0.0,0.571428571,0.588235294,0.516746411,0.245614035,0.06122449,0.071428571,0.510486934,0.628457457,0.611129974,0.341670617,0.88873321,0.547808418,0.612292231,0.231822022,7.2,3,1,3,0
1931,frankenstein,1.4890288,0.649803574,0.35801719200000004,0.706281754,0.7528588559999999,0.562879583,0.6099403520000001,0.428571429,0.147058824,0.148325359,0.17878028399999998,0.06122449,0.079365079,0.5475697389999999,0.534845612,0.507882883,0.366233079,0.7706556179999999,0.6100846520000001,0.683760684,0.281939584,8.0,1,2,0,1
2009,friday the 13th,107.6447291,0.688101165,0.556579058,0.0,0.0,0.0,0.0,0.35714285700000004,0.176470588,0.11722488,0.110275689,0.12244898,0.111111111,0.409503565,0.630317028,0.6056571279999999,0.317925505,0.684434632,0.542571932,0.641528407,0.19459952100000005,5.6,3,2,0,0
1996,from dusk till dawn,0.359821895,0.549035512,0.274075355,0.558005789,0.66035755,0.717714592,0.715725265,0.214285714,0.235294118,0.06339712900000001,0.32748538,0.571428571,0.69047619,0.5965873970000001,0.418031283,0.617928161,0.310909386,0.796649488,0.538461538,0.7131659359999999,0.249398171,7.1,1,0,1,2
1997,g.i. jane,-0.03661688,0.625131668,0.525989425,0.45549385,0.533020333,0.0,0.0,0.428571429,0.294117647,0.33612440200000004,0.17878028399999998,0.102040816,0.071428571,0.430836273,0.483429995,0.618927472,0.372036654,0.8037465640000001,0.551131222,0.721194417,0.265496049,5.6,3,1,3,0
1998,godzilla,1.915494569,0.5231373420000001,0.287346288,0.654631512,0.636646837,0.5236249270000001,0.516857977,0.214285714,0.235294118,0.124401914,0.165413534,0.530612245,0.746031746,0.473002405,0.596051844,0.663936283,0.437744277,0.859885872,0.654700855,0.674401948,0.258706468,4.9,3,2,0,2
1999,galaxy quest,1.015198133,0.561676948,0.346575815,0.523526509,0.5995984879999999,0.490748336,0.518205791,0.214285714,0.294117647,0.155502392,0.368421053,0.183673469,0.27777777800000003,0.360257489,0.46680762,0.567489545,0.293381803,0.7355131909999999,0.600327332,0.596671996,0.234148407,7.2,1,0,1,1
2001,ghost world,-1,0.693264219,0.400583597,0.479807929,0.494362613,0.0,0.0,0.7857142859999999,0.205882353,0.866028708,0.215538847,0.163265306,0.08730158699999999,0.427804898,0.718999575,0.703798393,0.288202814,0.970364466,0.5021700579999999,0.640332641,0.221570523,7.7,3,1,3,0
1989,ghostbusters ii,4.821479405,0.522400854,0.391788116,0.518797644,0.6986131,0.534872331,0.602726569,0.28571428600000004,0.323529412,0.124401914,0.326649958,0.265306122,0.325396825,0.552478073,0.690998351,0.63307183,0.301105528,0.8567572920000001,0.519076923,0.666322492,0.221492537,6.1,2,0,1,1
1986,ghostbusters,8.840415567,0.484723402,0.256641487,0.445464529,0.509017566,0.781035068,0.812622387,0.428571429,0.352941176,0.055023923,0.338345865,0.081632653,0.134920635,0.603911245,0.598011393,0.629343629,0.307525652,0.751753837,0.5223399360000001,0.652550702,0.202699079,6.9,2,0,1,1
2000,gladiator,3.443110942,0.661654389,0.606067792,0.697803855,0.761084402,0.629588293,0.605334035,0.28571428600000004,0.264705882,0.083732057,0.253968254,0.408163265,0.6269841270000001,0.639403915,0.639133437,0.577273082,0.313178797,0.77729393,0.451612903,0.622795316,0.202214733,8.4,0,0,1,2
1932,grand hotel,2.705714286,0.5278619179999999,0.328288658,0.566160277,0.640820019,0.0,0.0,0.35714285700000004,0.382352941,0.283492823,0.494569758,0.0,0.03968254,0.587631836,0.647877838,0.617520112,0.310870592,0.839437984,0.523734385,0.66786725,0.283964791,7.7,3,3,2,0
1971,harold and maude,-1,0.656271643,0.252087397,0.671084969,0.60421448,0.0,0.0,0.35714285700000004,0.176470588,0.245215311,0.269005848,0.0,0.063492063,0.804697103,0.687337306,0.584964438,0.291640018,0.797155355,0.48951049,0.591417004,0.167164179,8.1,3,0,1,0
1988,hellbound: hellraiser ii,3.030245,0.57638617,0.400387761,0.6806906079999999,0.8854397479999999,0.387873379,0.4317406,0.428571429,0.05882352900000001,0.090909091,0.03091061,0.346938776,0.53968254,0.470787488,0.512307637,0.0,0.30324034,0.0,0.495755968,0.0,0.208955224,6.2,1,2,0,1
2004,hellboy,0.504833136,0.577285292,0.266020827,0.605207611,0.593198656,0.798516144,0.758279233,0.28571428600000004,0.205882353,0.06459330099999999,0.193817878,0.673469388,0.6031746029999999,0.294196609,0.44208911,0.6806949809999999,0.33941638,0.885239372,0.515789474,0.8123076929999999,0.252945797,6.8,1,2,0,2
1987,hellraiser,13.564027,0.618202063,0.5685099779999999,0.0,0.0,0.0,0.0,0.214285714,0.205882353,0.318181818,0.199665831,0.265306122,0.444444444,0.392450011,0.502441802,0.599492349,0.34007025700000004,0.779210463,0.558379551,0.638719305,0.254152435,7.0,3,1,3,0
2000,high fidelity,0.5708765,0.645622265,0.47867501,0.457726182,0.497077175,0.7463301459999999,0.7788377009999999,0.35714285700000004,0.235294118,0.291866029,0.482038429,0.040816327,0.079365079,0.548627868,0.548651556,0.645181365,0.321970211,0.811852688,0.543312543,0.7036437259999999,0.254134732,7.6,2,3,2,1
1986,highlander,-0.63125,0.503518719,0.300328657,0.6579310629999999,0.7268293090000001,0.0,0.0,0.857142857,0.470588235,0.089712919,0.477025898,0.040816327,0.14285714300000002,0.358268835,0.512156511,0.635799734,0.322718242,0.806574957,0.566636851,0.6806221109999999,0.233252343,7.2,3,3,2,0
1940,his girl friday,#DIV/0!,0.552597804,0.34192542600000003,0.418561398,0.494567729,0.591778784,0.61777132,0.428571429,0.441176471,0.509569378,0.601503759,0.040816327,0.119047619,0.494802237,0.6142128689999999,0.6325067289999999,0.321716692,0.777991612,0.5332224529999999,0.621449091,0.250746269,8.1,3,3,2,1
1987,hope and glory,#DIV/0!,0.544232492,0.27294495,0.6509966979999999,0.683114743,0.0,0.0,0.35714285700000004,0.147058824,0.150717703,0.145363409,0.0,0.0,0.460576927,0.574804262,0.500832113,0.329246231,0.7205589090000001,0.616,0.644688644,0.313432836,7.4,3,2,0,0
2003,house of 1000 corpses,1.404220714,0.8741291109999999,0.814808368,0.0,0.0,0.0,0.0,0.428571429,0.205882353,0.372009569,0.249791145,0.448979592,0.507936508,0.309193085,0.664500655,0.57244589,0.309018209,0.747644422,0.541935484,0.538355144,0.25164500100000003,5.6,3,1,3,0
2001,human nature,-0.882448667,0.681842967,0.480491918,0.476414674,0.56237207,0.0,0.0,0.35714285700000004,0.117647059,0.342105263,0.2213868,0.081632653,0.071428571,0.691113003,0.88686448,0.6657585,0.339747518,0.922252011,0.592745466,0.727874276,0.261618736,6.3,3,1,3,0
2007,i am legend,2.902326733,0.451837179,0.0,0.520333839,0.434319469,0.275091892,0.240137681,0.214285714,0.029411765,0.052631579000000005,0.041771094,0.081632653,0.134920635,0.555414273,0.639679279,0.565596847,0.310318717,0.540214477,0.525184405,0.282051282,0.29196483300000003,7.1,3,2,0,1
1996,independence day,9.892923573,0.600656626,0.364787662,0.554175822,0.56217868,0.492829319,0.5075693170000001,0.428571429,0.352941176,0.098086124,0.218880535,0.28571428600000004,0.373015873,0.343011229,0.466436461,0.699279676,0.287269682,0.768858287,0.534871795,0.700779397,0.229850746,6.6,3,2,0,1
1989,indiana jones and the last crusade,8.878579292,0.461419653,0.233206702,0.558763631,0.670106675,0.34738007,0.348353895,0.071428571,0.205882353,0.044258373,0.315789474,0.14285714300000002,0.293650794,0.400561417,0.623553684,0.648275456,0.336547603,0.904545171,0.698544698,0.682170543,0.29931424,8.3,0,0,1,1
1984,indiana jones and the temple of doom,10.89285714,0.505626962,0.275479824,0.6278832089999999,0.68355465,0.0,0.0,0.214285714,0.117647059,0.174641148,0.179615706,0.102040816,0.166666667,0.373619211,0.504709258,0.631343726,0.362702401,0.8128619090000001,0.5504273510000001,0.572944298,0.260033167,7.5,0,2,0,0
2003,intolerable cruelty,0.999013583,0.5647262270000001,0.270173774,0.630062738,0.658066344,0.611914614,0.587945212,0.642857143,0.235294118,0.372009569,0.305764411,0.244897959,0.253968254,0.608398094,0.547535779,0.7427104520000001,0.298249351,0.941316652,0.523690773,0.748093006,0.213644992,6.4,3,1,3,1
1934,it happened one night,12.84615385,0.565877749,0.4363169670000001,0.594736547,0.6753409359999999,0.0,0.0,0.5,0.5,0.495215311,0.37176274,0.040816327,0.055555556,0.603519719,0.7464349220000001,0.6864386509999999,0.31724661,0.963486678,0.552346396,0.763784887,0.251009105,8.3,3,1,3,0
1991,jfk,4.13513745,0.58187303,0.31807539100000004,0.56416481,0.565247696,0.826434929,0.799676301,0.642857143,0.705882353,0.141148325,0.517126149,0.28571428600000004,0.420634921,0.31772816,0.301087924,0.598020422,0.231155779,0.7988824290000001,0.315384615,0.573609911,0.164179105,8.0,3,3,2,1
1997,jackie brown,2.306096833,0.674504661,0.497145575,0.418917239,0.450683739,0.346700509,0.357491346,0.35714285700000004,0.205882353,0.526315789,0.644110276,0.06122449,0.031746032,0.441947259,0.435747458,0.626081081,0.32209239,0.858903242,0.5443002779999999,0.6933333340000001,0.217137205,7.6,3,3,2,1
2001,jason x,0.541072545,0.7198274379999999,0.565183003,0.415223604,0.5393997220000001,0.0,0.0,0.28571428600000004,0.264705882,0.087320574,0.357560568,0.0,0.055555556,0.253076032,0.35135663100000003,0.62313636,0.339266426,0.849940235,0.493170381,0.667829233,0.331984935,4.4,3,0,1,0
1975,jaws,66.23628571,0.30012963600000003,0.115777971,0.0,0.0,0.0,0.0,0.28571428600000004,0.205882353,0.057416268,0.302422723,0.12244898,0.158730159,0.663186516,0.461122335,0.6487702360000001,0.293132328,0.8229804890000001,0.556410256,0.725067564,0.34825870600000003,8.3,3,0,1,0
2007,juno,29.85487787,0.724183791,0.54452317,0.5182446039999999,0.55515338,0.0,0.0,0.571428571,0.205882353,0.559808612,0.168755221,0.510204082,0.35714285700000004,0.6668442960000001,0.766550663,0.554054054,0.35061486299999994,0.727326589,0.594934334,0.64825046,0.265016381,7.9,3,1,3,0
1995,kids,3.941477333,0.550837322,0.409144349,0.44511431,0.516207913,0.0,0.0,0.7142857140000001,0.264705882,0.25,0.267335004,0.040816327,0.047619048,0.519374895,0.557093927,0.716681256,0.33768844200000003,0.8640739820000001,0.554709851,0.593792172,0.234616392,6.8,3,0,1,0
1983,krull,-0.388168148,0.841249164,0.738561658,0.420936444,0.5725844529999999,0.62539288,0.708453248,0.35714285700000004,0.235294118,0.098086124,0.330827068,0.040816327,0.08730158699999999,0.396972071,0.50786695,0.6736486490000001,0.263571378,0.832720853,0.512676056,0.6686679179999999,0.164809754,5.9,1,0,1,1
2001,legally blonde,6.876371056,0.57956991,0.34361201700000005,0.0,0.0,0.0,0.0,0.428571429,0.352941176,0.375598086,0.16791979899999998,0.244897959,0.079365079,0.584822236,0.515538743,0.587454476,0.31648961,0.759188485,0.571311977,0.536097473,0.22835425,6.2,3,1,3,0
1985,legend,-0.37991552,1.0,0.920229007,0.65100519,0.817255275,0.7954116059999999,0.8201146659999999,0.214285714,0.264705882,0.156698565,0.537176274,0.020408163,0.063492063,0.580852527,0.5850709,0.64069185,0.0,0.8360194740000001,0.0,0.6809886820000001,0.0,6.2,3,3,2,3
2000,little nicky,-1,0.923068723,0.836739133,0.492664261,0.591341955,0.67611094,0.6926923309999999,0.35714285700000004,0.382352941,0.114832536,0.284043442,0.0,0.055555556,0.657250259,0.489536743,0.645065815,0.359405724,0.865109595,0.5712374579999999,0.640508387,0.349772875,5.0,1,0,1,1
1997,lost highway,-0.7549866,0.464188273,0.150797462,0.557441424,0.6256166120000001,0.642485109,0.555677292,0.428571429,0.470588235,0.153110048,0.299916458,0.489795918,0.380952381,0.279045557,0.571812963,0.664437574,0.321807055,0.7776866509999999,0.437166794,0.7134664829999999,0.157233634,7.6,1,0,1,2
1937,lost horizon,-1,0.7093408090000001,0.585327543,0.451226086,0.516287753,0.8192393109999999,0.8533786729999999,0.428571429,0.147058824,0.08612440199999999,0.483709273,0.06122449,0.055555556,0.455042938,0.697564298,0.659281374,0.297040759,0.8777438329999999,0.502564102,0.5999602470000001,0.0,7.8,2,3,2,1
1997,men in black,5.548783767,0.455920881,0.335336229,0.505588457,0.585218052,0.504207535,0.513689462,0.214285714,0.294117647,0.052631579000000005,0.30075188,0.591836735,0.7222222220000001,0.398593005,0.533944224,0.697808619,0.342251799,0.904775016,0.494802495,0.7744975740000001,0.180718031,7.0,1,0,1,2
2002,minority report,2.513460059,0.579959186,0.315313004,0.558088131,0.667857037,0.63607677,0.689712137,0.5,0.352941176,0.163875598,0.453634085,0.734693878,0.936507937,0.286022398,0.481691734,0.624733895,0.346784427,0.8043446329999999,0.51996892,0.55830699,0.240615106,7.7,1,3,2,2
1992,malcolm x,0.416762,0.429957652,0.148512236,0.449483814,0.501883159,0.615964046,0.664651294,0.7857142859999999,0.411764706,0.137559809,0.357560568,0.020408163,0.111111111,0.530382767,0.528794368,0.677987198,0.32802567,0.844221815,0.5021316029999999,0.6828609990000001,0.244200683,7.7,3,0,1,1
1955,marty,7.746355685,0.541277649,0.38308705,0.683378202,0.738265904,0.0,0.0,0.571428571,0.235294118,0.184210526,0.25480367600000003,0.040816327,0.14285714300000002,0.518447322,0.609792708,0.57489237,0.297504472,0.903176825,0.5293350720000001,0.75879283,0.224892487,7.7,3,0,1,0
1941,meet john doe,#DIV/0!,0.597439827,0.449155148,0.410374991,0.472241776,0.586923665,0.614373344,0.428571429,0.323529412,0.197368421,0.287385129,0.081632653,0.071428571,0.666694624,0.6855733190000001,0.619635962,0.344117592,0.791070745,0.543704984,0.718367347,0.212868243,7.7,3,0,1,1
1927,metropolis,-0.992977521,0.478549395,0.337643751,0.309100155,0.415048303,0.365922771,0.51045232,0.35714285700000004,0.147058824,0.076555024,0.172096909,0.14285714300000002,0.198412698,0.400042957,0.494274438,0.599468321,0.28453378,0.804758347,0.428376068,0.536359815,0.185737977,8.4,1,2,0,1
2001,monkeybone,-0.927873107,0.6085353179999999,0.436727591,0.5680614820000001,0.6926704779999999,0.8337680000000001,0.962639888,0.28571428600000004,0.235294118,0.100478469,0.18128655,0.163265306,0.166666667,0.691255266,0.5098420220000001,0.521074646,0.3310671,0.6925826629999999,0.495701357,0.503663003,0.267339772,4.5,3,2,0,1
1939,mr. smith goes to washington,#DIV/0!,0.534920655,0.253038482,0.0,0.0,0.0,0.0,0.428571429,0.441176471,0.343301435,0.544695071,0.102040816,0.182539683,0.67238035,0.7364929170000001,0.658708709,0.301507538,0.830729818,0.507692308,0.6719088329999999,0.119402985,8.4,2,3,2,0
1936,mr. deeds goes to town,#VALUE!,0.60130405,0.415659656,0.5771149720000001,0.660773157,0.0,0.0,0.5,0.6764705879999999,0.224880383,0.507101086,0.081632653,0.095238095,0.672856665,0.7784290509999999,0.684076318,0.322700459,0.876952944,0.550947603,0.71539444,0.252866104,8.0,3,3,2,0
1999,mystery men,#DIV/0!,0.522758325,0.234832036,0.495317298,0.558283771,0.777334858,0.775512257,0.35714285700000004,0.205882353,0.100478469,0.28571428600000004,0.020408163,0.079365079,0.490836791,0.495220636,0.599982219,0.32447954100000004,0.796105545,0.589010989,0.656140351,0.255863539,5.9,1,0,1,1
2000,next friday,#VALUE!,0.489666727,0.4071951270000001,0.0,0.0,0.0,0.0,0.428571429,0.264705882,0.089712919,0.329991646,0.020408163,0.03968254,0.363514519,0.494040032,0.6863751990000001,0.284338358,0.812717237,0.3769230770000001,0.658340875,0.14800995,5.4,2,0,1,0
1995,nick of time,-0.562323368,0.5829231260000001,0.41975452,0.396271005,0.41086177,0.289564925,0.288184056,0.28571428600000004,0.176470588,0.101674641,0.242272348,0.020408163,0.055555556,0.662131364,0.479606251,0.659444771,0.313134299,0.8828923340000001,0.485671192,0.588628762,0.208955224,6.2,3,0,1,0
